# snow crab decline analysis																																
# styr																																
917536.4	44821.65	1478857	9010500	28263273	50280733	51576379	58095575	49658833	46539824	28944337	20183328	18912747																				
39418.43	2200334	9652778	21967063	35364973	49337163	61295477	59090611	52612433	41209197	35898439	23816695	15213503																				
292036.9	426600.2	824343.3	3178138	10941662	21200960	30883489	30916294	37319513	44025794	40418403	30129388	19197960																				
22133.74	422356.9	3969593	19774534	19244106	43546842	65565069	55978526	52190221	49374348	38143523	29027346	26863008																				
46402.59	430615.4	376294.7	4146900	10126261	25920109	33369854	34612104	30661751	28336163	26565504	18931997	15935391																				
0	5120642	15130513	27778172	27172525	25240635	23294569	16710941	17980124	20033227	19165873	17533076	13964406																				
0	3614934	25682840	69742334	94747749	115715813	84999855	50906100	41191548	37305892	23494824	18115050	12350424																				
27438.5	1628336	20232598	76798645	192254036	268443845	270313634	190912157	134655047	112900505	97223057	61287527	49699431																				
0	317577.5	5518624	32162513	50284873	67577018	78932877	84717260	88494072	87540189	77527499	66296809	64025260																				
0	0	0	0	0	0	0	0	0	0	0	0	0																				
72464.5	339024.1	733872	1957228	5405355	7629521	12101091	15642646	23404963	32287763	34441458	30491598	25553218																				
# proportion undergoing terminal molt at carapace width																																
0 0.005799503 0.01739851 0.05091586 0.1063516 0.1487777 0.1781943 0.1805812 0.1559384 0.1933292 0.2927536 0.4058529 0.5326273																																
0 0.001134644 0.003403933 0.02247479 0.05834723 0.09201875 0.1234894 0.1911532 0.2950103 0.3551074 0.3714447 0.3786353 0.376679																																
0 0.0006963788 0.002089136 0.01680532 0.04484494 0.0906166 0.1541203 0.2036326 0.2391536 0.2684525 0.2915291 0.3020057 0.2998822																																
0 0.003668763 0.01100629 0.05767092 0.1436626 0.20315 0.2361331 0.2987796 0.3910893 0.4520942 0.4817943 0.519401 0.5649145																																
0 0.004709776 0.01412933 0.03714959 0.07377055 0.143848 0.247382 0.3875175 0.5642546 0.6632813 0.6845974 0.7072705 0.7313005																																
0 0.009752438 0.02925731 0.05867321 0.09800012 0.1507041 0.2167851 0.3012971 0.4042403 0.4768963 0.5192651 0.5348552 0.5236666																																
0 0.004990926 0.01497278 0.04137574 0.08419981 0.1264946 0.16826 0.2369088 0.332441 0.4237929 0.5109643 0.5879286 0.6546857																																
0 0 0 0.03526316 0.1057895 0.1523451 0.1749301 0.2278487 0.3111011 0.3732106 0.4141773 0.4499702 0.4805891																																
0 0.002145923 0.006437768 0.03367915 0.08387006 0.1292879 0.1699328 0.2096868 0.2485499 0.2656504 0.2609883 0.2931882 0.36225																																
0 0.004898267 0.0146948 0.04619823 0.09940856 0.14879 0.1943427 0.26735 0.3678122 0.4081336 0.3883143 0.40563 0.4600807																																
0 0.02277132 0.06831395 0.1174531 0.1701888 0.2228342 0.2753892 0.3494027 0.4448748 0.4697575 0.4240509 0.4586085 0.5734302																																
0 0.003525099 0.0105753 0.02779792 0.05519297 0.1264081 0.2414432 0.3240358 0.3741857 0.4019559 0.4073465 0.4556795 0.5469549																																
0 0 0 0.03305933 0.09917798 0.1418212 0.160989 0.2003191 0.2598114 0.3317772 0.4162165 0.4917145 0.558271																																
0 0 0 0.006871036 0.02061311 0.08579168 0.2024068 0.2871816 0.3401162 0.358271 0.3416459 0.3694969 0.4418239																																
0 0.01347709 0.04043127 0.07267709 0.1102146 0.1489219 0.1887992 0.2224983 0.2500191 0.2907274 0.3446232 0.3695213 0.3654218																																
0 0 0 0.03571429 0.1071429 0.1846745 0.2683092 0.3496584 0.4287221 0.530878 0.656126 0.6854713 0.618914																																
0 0.01434034 0.04302103 0.07785039 0.1188284 0.1648292 0.2158528 0.2945712 0.4009844 0.4850398 0.5467374 0.5537619 0.5061132																																
0 0.01904762 0.05714286 0.09521757 0.1332718 0.221367 0.3595033 0.4334478 0.4432005 0.4417791 0.4291834 0.4779526 0.5880865																																
0 0 0 0.03194444 0.09583333 0.2034617 0.3548296 0.4588127 0.5154109 0.531806 0.5079978 0.4860625 0.466																																
0 0.01004867 0.03014602 0.06821368 0.1242517 0.1848665 0.2500583 0.3178585 0.3882671 0.436729 0.4632442 0.5008824 0.5496435																																
0 0 0 0.1 0.3 0.3875 0.3625 0.3586538 0.3759615 0.3479853 0.2747253 0.2083333 0.1488095																																
0 0.0006805808 0.002041742 0.02535653 0.07062495 0.1762197 0.3421407 0.4766542 0.5797602 0.627331 0.6193667 0.6888112 0.8356643																																
0 0 0 0.03125 0.09375 0.1304167 0.14125 0.2488889 0.4533333 0.5354167 0.4951389 0.4772177 0.4816532																																
0 0.01004867 0.03014602 0.06821368 0.1242517 0.1848665 0.2500583 0.3178585 0.3882671 0.436729 0.4632442 0.5008824 0.5496435																																
0 0 0 0.01588235 0.04764706 0.1236544 0.2439043 0.3578297 0.4654304 0.5287361 0.5477466 0.5992576 0.683269																																
0 0.01004867 0.03014602 0.06821368 0.1242517 0.1848665 0.2500583 0.3178585 0.3882671 0.436729 0.4632442 0.5008824 0.5496435																																
0 0 0 0.03 0.09 0.1860145 0.3180435 0.4186405 0.4878055 0.532416 0.552472 0.5682165 0.5796494																																
0 0.01004867 0.03014602 0.06821368 0.1242517 0.1848665 0.2500583 0.3178585 0.3882671 0.436729 0.4632442 0.5008824 0.5496435																																
0 0.009238396 0.02771519 0.1035205 0.2366544 0.3092632 0.3213472 0.3551536 0.4106825 0.4799222 0.5628726 0.6624048 0.7785189																																
0 0.007749326 0.02324798 0.06605694 0.1361762 0.2321408 0.3539507 0.4424474 0.4976308 0.5716211 0.6644182 0.7569932 0.849346																																
0 0.04162537 0.1248761 0.162459 0.1543739 0.1699529 0.2091959 0.2435024 0.2728723 0.3203955 0.3860721 0.5187603 0.71846																																
0 0.01004867 0.03014602 0.06821368 0.1242517 0.1848665 0.2500583 0.3178585 0.3882671 0.436729 0.4632442 0.5008824 0.5496435																																
0 0.1111111 0.3333333 0.4766667 0.5411111 0.574958 0.5782073 0.5735836 0.561087 0.5626492 0.5782701 0.6117058 0.6629561																																
# size transition matrix																																
0.05	0	0	0	0	0	0	0	0	0	0	0	0																				
0.276	0.029	0	0	0	0	0	0	0	0	0	0	0																				
0.44	0.209	0.016	0	0	0	0	0	0	0	0	0	0																				
0.204	0.441	0.149	0.008	0	0	0	0	0	0	0	0	0																				
0.028	0.27	0.415	0.1	0.004	0	0	0	0	0	0	0	0																				
0.001	0.048	0.336	0.367	0.063	0.002	0	0	0	0	0	0	0																				
0	0.002	0.079	0.392	0.304	0.037	0.001	0	0	0	0	0	0																				
0	0	0.005	0.122	0.43	0.237	0.02	0	0	0	0	0	0																				
0	0	0	0.011	0.177	0.443	0.174	0.011	0	0	0	0	0																				
0	0	0	0	0.021	0.241	0.429	0.119	0.005	0	0	0	0																				
0	0	0	0	0.001	0.038	0.308	0.389	0.077	0.002	0	0	0																				
0	0	0	0	0	0.002	0.064	0.37	0.332	0.047	0.001	0	0																				
0	0	0	0	0	0	0.004	0.102	0.417	0.266	0.027	0	0																				
# sigma_numbers_imm (GE 25mm carapace width CV)																																
0.105827597	0.115771137	0.161486422	0.209478587	0.176252464	0.149093042	0.104059919	0.089130341	0.088020244	0.122371002	0.098580864	0.149508633	0.184709794	0.197903022	0.204826905	0.165407641	0.158783631	0.169970663	0.149176676	0.141399321	0.131493284	0.155013067	0.135963259	0.130658203	0.111357854	0.276435266	0.22858295	0.264523916	0.164758934	0.171566727	0.173969365	0	0.126578322
# sigma_numbers_mat (GE 78mm carapace width CV)																																
0.114075754	0.136831578	0.151968971	0.088957265	0.103569907	0.083863906	0.12669211	0.112652016	0.084700059	0.086615862	0.078554455	0.132237723	0.131904266	0.21847881	0.122897166	0.118293885	0.131865389	0.226784257	0.137984202	0.104750682	0.122650689	0.11847793	0.120020594	0.113387356	0.122439156	0.145152311	0.100537378	0.114618378	0.146477691	0.172426902	0.178305964	0	0.137851051
# mat_eff_samp																																
50
# imm_eff_samp																																
50
# survey_sel 																																
0.2679722 0.3670214 0.4391039 0.4775894 0.4843605 0.4697168 0.4478952 0.4305524 0.4226619 0.4232081 0.429725 0.4423952 0.4644836																																
# log_m_mu_prior																																
-1.2 -1.2																															
# est_m_devs																																
1																																
# est_q_devs																																
1																																
# est_m_mat_devs																																
1																																
# est_q_mat_devs																																
1																																
# est_sigma_m																																
-1																																
# sigma_m_mu																																
0.01 0.01																																
# smooth_q_weight																																
0.001																																
# smooth_m_weight																																
0.001																																
# est_log_m_mu																																
1																																
# est_sigma_q
1
