SURVEY_YEAR,SPECIES_CODE,SPECIES_NAME,DISTRICT_CODE,SIZE_GROUP,MATURITY,SEX,SIZE_CLASS_MM,SHELL_CONDITION,BIOMASS_LBS,BIOMASS_LBS_CV,BIOMASS_LBS_CI,RECORD_COUNTER, MAX(LOAD_DATE),ABUNDANCE,ABUNDANCE_CV,ABUNDANCE_CI,BIOMASS_MT,BIOMASS_MT_CV,BIOMASS_MT_CI
1982,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,76771222.543554,0.144948013434448,21810558.9453792,1,2021-08-10 03:46:30,65044609.6698274,0.149721582994887,19087620.5731001,34822.8407813277,0.144948013434448,9893.10312305916
1982,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,65036660.3580871,0.168351859813369,21460123.7455753,1,2021-08-10 03:46:30,55758095.8405588,0.172412772737472,18842279.4966076,29500.1329087094,0.168351859813369,9734.14839024868
1982,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,11734562.1854669,0.163417371923254,3758557.37351724,1,2021-08-10 03:46:30,9286513.82926862,0.167662044646376,3051711.95665397,5322.70787261827,0.163417371923254,1704.85294683464
1982,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,697400809.544026,0.120669613734995,164943969.160054,1,2021-08-10 03:46:30,1923432512.2859,0.125416798533049,472812265.855142,316335.68604099,0.120669613734995,74817.3258885152
1982,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,391969192.167363,0.137672590482914,105768291.587345,1,2021-08-10 03:46:30,591121370.116026,0.137422557214163,159217484.198357,177794.234842177,0.137672590482914,47975.6900519543
1982,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,145204210.026103,0.150510984061405,42835463.9401399,1,2021-08-10 03:46:30,145270336.922022,0.154356876163389,43950011.7967133,65863.521759717,0.150510984061405,19429.8396086574
1982,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,552201944.778328,0.123560144673839,133731098.284532,1,2021-08-10 03:46:30,1778983434.91188,0.129501623287151,451547235.539198,250474.588850608,0.123560144673839,60659.4058135831
1982,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,697406154.804431,0.120668521427749,164943740.28833,1,2021-08-10 03:46:30,1924253771.8339,0.125355931381917,472784582.615475,316338.110610325,0.120668521427749,74817.2220740474
1982,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1983,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,155111699.560074,0.196659942620346,59788345.553048,1,2021-08-10 03:46:30,1159470354.75085,0.202661628364746,460561094.263536,70357.4834181814,0.196659942620346,27119.5373577857
1983,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,34054640.188684,0.261724668317999,17469361.2398213,1,2021-08-10 03:46:30,547008269.135165,0.340383673784536,364937661.107945,15446.9249526823,0.261724668317999,7923.96896715662
1983,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,189166339.748759,0.196988569069897,73036668.9032638,1,2021-08-10 03:46:30,1706478623.88602,0.206943392786823,692163173.244515,85804.4083708636,0.196988569069897,33128.8757447364
1983,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,72664085.4108773,0.147228281605147,20968488.5217281,1,2021-08-10 03:46:30,84736658.7202009,0.147082803907129,24428078.5022457,32959.8747154019,0.147228281605147,9511.14640388832
1983,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,77354575.4026954,0.141936957075004,21519767.1750356,1,2021-08-10 03:46:30,65569136.731004,0.143941868345718,18498762.331878,35087.4451872519,0.141936957075004,9761.20219477247
1983,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,68142191.8094186,0.161269744505364,21538976.7717552,1,2021-08-10 03:46:30,57836339.8442078,0.163407334458093,18523728.9723586,30908.7782798284,0.161269744505364,9769.91552127529
1983,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,9212383.59327683,0.142845031886214,2579248.72713415,1,2021-08-10 03:46:30,7732796.88679619,0.143749904093953,2178714.06927575,4178.66690742351,0.142845031886214,1169.92754296025
1983,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,556377754.756899,0.109622354883389,119543221.77512,1,2021-08-10 03:46:30,1507556725.75873,0.136585942747855,403585671.001907,252368.704395458,0.109622354883389,54223.8932824119
1983,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,359564800.295244,0.125745079654163,88618468.7297587,1,2021-08-10 03:46:30,511713214.215841,0.123609582296013,123975207.062558,163095.849934494,0.125745079654163,40196.6612569017
1983,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,150018660.813573,0.138467083496933,40714387.0086231,1,2021-08-10 03:46:30,150305795.451205,0.139824996886148,41192354.4666321,68047.3199026538,0.138467083496933,18467.7352963384
1983,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,407495979.041706,0.117913607815527,94176669.2758909,1,2021-08-10 03:46:30,1485994316.54838,0.183256227928593,533742717.821006,184837.066898996,0.117913607815527,42717.8186155571
1983,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,557514639.855278,0.109453622786995,119603114.294336,1,2021-08-10 03:46:30,1636300111.99958,0.16882009096583,541431054.160129,252884.386801649,0.109453622786995,54251.0600721481
1983,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1984,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,79839069.2499265,0.19414376866582,30380505.2702661,1,2021-08-10 03:46:30,579397322.58946,0.199209291788778,226225807.382826,36214.3926396679,0.19414376866582,13780.3653873373
1984,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,38080174.2073004,0.259501915771506,19368481.193026,1,2021-08-10 03:46:30,642478018.419306,0.270024946543598,340030781.455055,17272.8764687021,0.259501915771506,8785.39528764501
1984,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,117919243.457227,0.179789267945801,41553204.3374792,1,2021-08-10 03:46:30,1221875341.00877,0.193604442488583,463658568.605637,53487.2691083699,0.179789267945801,18848.2164365312
1984,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,76887318.6059089,0.134064654139889,20203428.6822235,1,2021-08-10 03:46:30,89336855.565561,0.134352627512402,23525176.906701,34875.5010693989,0.134064654139889,9164.12109809564
1984,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,187603614.876011,0.152698677835797,56147774.9396148,1,2021-08-10 03:46:30,148290657.262695,0.148936734070514,43288415.3243165,85095.5682921763,0.152698677835797,25468.2023050862
1984,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,168049950.880872,0.169605743884385,55864384.380614,1,2021-08-10 03:46:30,131547058.982703,0.166793953679357,43004857.9627285,76226.1754984377,0.169605743884385,25339.6585097934
1984,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,19553663.995139,0.17448188267381,6687049.8098042,1,2021-08-10 03:46:30,16743598.2799922,0.176716184040078,5799374.99847486,8869.39279373867,0.17448188267381,3033.1947715371
1984,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,527436607.234201,0.104319068017466,107842522.797733,1,2021-08-10 03:46:30,1389083911.0745,0.181738173052907,494801161.543101,239241.220700118,0.104319068017466,48916.5455026023
1984,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,404154557.327788,0.118093949591535,93547287.5237037,1,2021-08-10 03:46:30,476087692.084226,0.113922200021749,106304436.279604,183321.42350461,0.118093949591535,42432.3358549477
1984,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,264490933.48192,0.13839626678716,71744933.2741795,1,2021-08-10 03:46:30,237627512.828256,0.134765264180498,62766911.7039951,119971.069361575,0.13839626678716,32542.9543193266
1984,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,263316217.382899,0.127778332089246,65946369.8557029,1,2021-08-10 03:46:30,1223644321.68996,0.226060907183715,542171565.045613,119438.227102143,0.127778332089246,29912.7701957445
1984,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,527807150.86482,0.104305132347554,107903869.660883,1,2021-08-10 03:46:30,1461271834.51822,0.19098996930699,547012995.134656,239409.296463718,0.104305132347554,48944.3719716506
1984,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1985,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,14080890.2966676,0.199106777153889,5495057.34539683,1,2021-08-10 03:46:30,109966593.282618,0.202290565124384,43600600.4278905,6386.98440137538,0.199106777153889,2492.51608458443
1985,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,10727680.8679671,0.243676051993949,5123594.68507619,1,2021-08-10 03:46:30,206463432.917338,0.247913123848751,100322589.445546,4865.99418950479,0.243676051993949,2324.02345612309
1985,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,24808571.1646347,0.18327319894586,8911622.54929247,1,2021-08-10 03:46:30,316430026.199957,0.200306613238366,124230732.67508,11252.9785908802,0.18327319894586,4042.24399267897
1985,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,27761514.9410648,0.121314957643898,6601058.5380432,1,2021-08-10 03:46:30,32079301.3294571,0.121820653356468,7659526.03645999,12592.4113569079,0.121314957643898,2994.18978677972
1985,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,95016022.4832825,0.115336888932893,21479350.7667192,1,2021-08-10 03:46:30,73819338.8680145,0.115903768477708,16769641.5402182,43098.5428261649,0.115336888932893,9742.86962033738
1985,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,84656361.5343818,0.121968814106205,20237854.6048736,1,2021-08-10 03:46:30,65155893.3322082,0.122805755725974,15682976.692499,38399.4796639567,0.121968814106205,9179.73643393993
1985,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,10359660.9489007,0.146801085595087,2980786.56844346,1,2021-08-10 03:46:30,8663445.53580621,0.146051262527912,2480002.03035875,4699.06316220826,0.146801085595087,1352.06204404442
1985,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,220190691.067417,0.095847210326732,41365140.4183055,1,2021-08-10 03:46:30,542937009.857263,0.130147994754217,138497839.697116,99876.8174132065,0.095847210326732,18762.9120777218
1985,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,174901931.777957,0.106383722063518,36469168.2573316,1,2021-08-10 03:46:30,195940215.428149,0.111565532005946,42845941.7761781,79334.1817527411,0.106383722063518,16542.1364617716
1985,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,122777537.424347,0.112000670647529,26952286.4026789,1,2021-08-10 03:46:30,105898640.197472,0.112462124981716,23342788.7741924,55690.9541830728,0.112000670647529,12225.3514663098
1985,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,97475755.9390104,0.126897130738661,24244011.7406752,1,2021-08-10 03:46:30,444588146.19501,0.155709779380776,135684375.432293,44214.2591539168,0.126897130738661,10996.8987437606
1985,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,220253293.363358,0.095823920215807,41366846.6606176,1,2021-08-10 03:46:30,550486786.392481,0.129773791182212,140019964.241095,99905.2133369896,0.095823920215807,18763.6860162159
1985,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1986,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,50394742.3120229,0.183454481803358,18120477.0194732,1,2021-08-10 03:46:30,400263072.870006,0.185655834058935,145649902.28788,22858.6706008495,0.183454481803358,8219.31011679331
1986,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,40473976.1141152,0.344121515727601,27298813.3755076,1,2021-08-10 03:46:30,709277512.114232,0.326147833065584,453405474.291682,18358.6867489247,0.344121515727601,12382.533457184
1986,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,90868718.4261381,0.213966356282737,38107983.2201767,1,2021-08-10 03:46:30,1109540584.98424,0.243331740246516,529173425.17997,41217.3573497742,0.213966356282737,17285.49042476
1986,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,28127206.6669503,0.129376132864289,7132418.88461555,1,2021-08-10 03:46:30,32423056.8897364,0.129709839562244,8242955.43427902,12758.2863335416,0.129376132864289,3235.21078570549
1986,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,101339214.496764,0.130912276991153,26002432.7438018,1,2021-08-10 03:46:30,78151313.0265238,0.130699129989622,20020044.895422,45966.6944775252,0.130912276991153,11794.5050940266
1986,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,73744285.8393517,0.172101561025515,24875353.1509418,1,2021-08-10 03:46:30,57297911.6914377,0.17076253363022,19177299.681415,33449.8453878286,0.172101561025515,11283.2703903225
1986,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,27594928.6574127,0.109271197745453,5910048.57594777,1,2021-08-10 03:46:30,20853401.3350861,0.106642073688974,4358745.92521032,12516.8490896966,0.109271197745453,2680.75294037924
1986,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,313280771.526495,0.105380303717435,64706700.7904971,1,2021-08-10 03:46:30,1245940598.39823,0.20494136793499,500475750.378889,142101.76763213,0.105380303717435,29350.4657664421
1986,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,185539061.533246,0.111755621865518,40640665.0759055,1,2021-08-10 03:46:30,211178664.052052,0.110451823953846,45717134.5043838,84159.1026484401,0.111755621865518,18434.295590156
1986,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,129466421.163715,0.125577424231315,31865797.0006044,1,2021-08-10 03:46:30,110574369.91626,0.124758583978488,27038399.5575297,58724.9808110668,0.125577424231315,14454.0823834429
1986,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,183882456.044404,0.14608745800581,52651324.3277684,1,2021-08-10 03:46:30,1143066051.31426,0.223080763296059,499792252.560997,83407.6790386011,0.14608745800581,23882.2389854709
1986,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,313348877.208119,0.105372172081799,64715773.549192,1,2021-08-10 03:46:30,1253640421.23052,0.203839234964013,500860564.591843,142132.659849668,0.105372172081799,29354.581100561
1986,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1987,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,334593149.627098,0.159687332208844,104723363.381039,1,2021-08-10 03:46:30,2514329400.22292,0.158182664819269,779537716.530965,151768.899725118,0.159687332208844,47501.7185903763
1987,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,167046170.130705,0.219422534125959,71841240.1735859,1,2021-08-10 03:46:30,2481354850.88009,0.229143368323158,1114428576.72991,75770.8682090087,0.219422534125959,32586.6383940757
1987,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,501639319.757802,0.143711109003158,141298640.205488,1,2021-08-10 03:46:30,4995684251.10301,0.154989646349284,1517587497.28824,227539.767934127,0.143711109003158,64091.9850885838
1987,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,73294894.2505308,0.131728569367468,18923861.8606621,1,2021-08-10 03:46:30,84904202.5495943,0.132390508663918,22031400.7039604,33246.0047919973,0.131728569367468,8583.71935093024
1987,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,163781065.728517,0.110677678740942,35528740.026038,1,2021-08-10 03:46:30,130818332.258214,0.110827592853903,28416630.4960663,74289.8417649231,0.110677678740942,16115.5653915243
1987,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,127456871.74758,0.136595498664061,34123668.510863,1,2021-08-10 03:46:30,101645841.516807,0.136773390333058,27248794.8607203,57813.4645287703,0.136595498664061,15478.2356729366
1987,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,36324193.980937,0.146983361586204,10464542.1909259,1,2021-08-10 03:46:30,29172490.7414072,0.147434140820996,8430001.37181293,16476.3772361528,0.146983361586204,4746.63649334701
1987,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,824232058.352422,0.098348291417447,158881156.754075,1,2021-08-10 03:46:30,3971080860.95632,0.180732069951236,1406695261.33097,373865.372778049,0.098348291417447,72067.2804404216
1987,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,393881319.012384,0.106531785007401,82243324.7910992,1,2021-08-10 03:46:30,493270055.872044,0.106701389968732,103159897.159342,178661.560989551,0.106531785007401,37304.944608674
1987,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,237075959.979048,0.113400207084148,52693547.3943425,1,2021-08-10 03:46:30,215722534.807808,0.115526419620663,48846438.0725664,107535.84655692,0.113400207084148,23901.3910463069
1987,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,587182868.276921,0.119324975671029,137328539.684314,1,2021-08-10 03:46:30,3758580280.97656,0.190524619416468,1403560072.05543,266341.668845123,0.119324975671029,62291.1777840463
1987,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,824258828.255969,0.098345220866085,158881356.370682,1,2021-08-10 03:46:30,3974302815.78436,0.180582147063042,1406668745.68395,373877.515402044,0.098345220866085,72067.3709849915
1987,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1988,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,352322126.508543,0.168218465885567,116163491.732863,1,2021-08-10 03:46:30,2519691959.50849,0.169274322898647,835977534.703568,159810.628366448,0.168218465885567,52690.8735225843
1988,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,93940065.9430596,0.173580207603143,31960026.8513524,1,2021-08-10 03:46:30,1321698032.22104,0.186797947230398,483905339.383601,42610.4971490682,0.173580207603143,14496.8243247684
1988,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,446262192.451603,0.150100478295323,131288970.322926,1,2021-08-10 03:46:30,3841389991.72953,0.145394109917992,1094690338.24298,202421.125515516,0.150100478295323,59551.6752036349
1988,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,84747105.4660875,0.149185545191616,24780364.5394445,1,2021-08-10 03:46:30,98460906.2379514,0.149013903845236,28757206.2687275,38440.6404190022,0.149185545191616,11240.1842809105
1988,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,233016750.881334,0.21600970759601,98654405.2367848,1,2021-08-10 03:46:30,178454136.26831,0.200569646283525,70153266.6587671,105694.620281963,0.21600970759601,44748.8854822931
1988,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,206232666.9111,0.243670820521526,98495651.0025578,1,2021-08-10 03:46:30,156307759.540893,0.228338863273209,69954626.823325,93545.5641556254,0.243670820521526,44676.8757729426
1988,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,26784083.9702345,0.148454698539542,7793397.29845954,1,2021-08-10 03:46:30,22146376.7274166,0.146335299455107,6351961.47369418,12149.0561263375,0.148454698539542,3535.02555095982
1988,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,1048216216.54322,0.111299942516177,228666153.105739,1,2021-08-10 03:46:30,3953294156.63506,0.129317053990816,1002007573.6345,475462.877934269,0.111299942516177,103721.222326014
